Sample in Buffer,Sample in Window,TRIGGER,data_interface_chs_ctrl_inst/read_flag,data_interface_chs_ctrl_inst/ad_data1_en_c1r1_1,data_interface_chs_ctrl_inst/ad_data1_c1r1_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r2_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r3_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r4_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r5_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r6_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r7_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c1r8_1[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c2r8[30:19],data_interface_chs_ctrl_inst/calibrate_pulse_2,data_interface_chs_ctrl_inst/refresh_pulse_2,data_interface_chs_ctrl_inst/check_cnt_2[27:0],data_interface_chs_ctrl_inst/ad_data1_c3r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c3r8[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c4r8[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r1[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r2[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r3[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r4[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r5[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r6[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r7[30:19],data_interface_chs_ctrl_inst/ad_data1_c5r8[30:19],data_interface_chs_ctrl_inst/addata1_cnt[16:0]
743,743,0,1,1,-64,39,23,-65,-83,68,-53,9,-36,3,27,15,-36,-4,23,-69,0,0,0,17,17,-66,50,-30,21,24,-36,-47,66,-27,55,52,-63,53,-115,0,0,0,0,0,0,0,0,1538
744,744,0,1,1,-64,48,18,-71,-71,68,-58,6,-13,4,35,28,-37,-10,26,-64,0,0,0,23,18,-64,43,-42,-4,16,-51,-70,41,-38,54,67,-73,52,-98,0,0,0,0,0,0,0,0,1539
745,745,0,1,1,-64,52,9,-74,-77,74,-41,6,-1,-2,30,26,-35,-3,23,-71,0,0,0,41,22,-52,45,-43,-1,22,-45,-54,56,-38,70,85,-60,69,-93,0,0,0,0,0,0,0,0,0153a
746,746,0,1,1,-69,44,7,-72,-84,65,-47,5,-26,2,44,33,-44,-4,8,-78,0,0,0,32,14,-69,50,-30,2,30,-47,-41,71,-24,78,59,-68,52,-112,0,0,0,0,0,0,0,0,0153b
747,747,0,1,1,-64,50,-1,-76,-72,85,-49,6,-15,2,31,27,-36,-6,17,-63,0,0,0,34,7,-62,37,-40,-7,8,-48,-46,61,-40,62,64,-76,51,-109,0,0,0,0,0,0,0,0,0153c
748,748,0,1,1,6,-2,-7,-14,-6,7,10,-3,-2,-2,-4,3,-1,-3,3,3,0,0,0,-5,3,14,9,-17,11,10,5,-58,58,-40,67,67,-68,67,-92,0,0,0,0,0,0,0,0,0153d
749,749,0,1,1,73,-55,-15,78,97,-81,66,-3,38,-7,-45,-21,34,-5,-32,64,0,0,0,-41,-12,71,-51,48,5,-8,47,14,4,10,4,-12,-3,-14,-19,0,0,0,0,0,0,0,0,0153e
750,750,0,1,1,0,-2,-4,8,5,4,2,3,21,-2,-5,-19,7,-3,4,12,0,0,0,7,15,14,-6,-1,1,-11,-15,66,-73,44,-75,-84,56,-67,95,0,0,0,0,0,0,0,0,0153f
751,751,0,1,1,-77,60,14,-81,-108,83,-72,2,-22,7,54,23,-52,3,30,-68,0,0,0,39,24,-68,52,-57,9,11,-47,-22,-12,-11,3,23,3,10,5,0,0,0,0,0,0,0,0,1540
752,752,0,1,1,-6,-4,-3,-5,-6,9,0,0,-7,2,0,4,-7,1,-3,-1,0,0,0,7,2,4,2,-6,-1,-4,8,-60,68,-40,73,80,-77,64,-122,0,0,0,0,0,0,0,0,1541
753,753,0,1,1,62,-64,-9,74,90,-82,54,-5,2,-6,-36,-19,27,4,-24,69,0,0,0,-45,-20,67,-41,35,-3,-22,45,-1,-8,4,-14,-19,2,-7,-1,0,0,0,0,0,0,0,0,1542
754,754,0,1,1,75,-57,-13,90,89,-83,62,-4,18,-6,-43,-20,29,-7,-29,61,0,0,0,-34,-26,69,-58,47,6,-15,54,59,-66,40,-73,-67,81,-69,89,0,0,0,0,0,0,0,0,1543
755,755,0,1,1,57,-49,-30,71,85,-65,61,-1,13,-5,-28,-25,43,-8,-20,59,0,0,0,-29,-22,65,-43,39,6,-16,41,55,-64,51,-61,-87,56,-64,98,0,0,0,0,0,0,0,0,1544
756,756,0,1,1,-12,-7,7,1,12,-11,-14,0,-3,-2,6,4,-4,-1,5,-2,0,0,0,-18,-3,-13,7,0,-4,-5,-6,48,-60,48,-63,-56,73,-62,98,0,0,0,0,0,0,0,0,1545
757,757,0,1,1,-58,42,8,-61,-83,57,-54,5,-11,5,21,17,-30,-7,30,-62,0,0,0,34,23,-59,37,-34,-4,19,-49,-1,19,-2,6,18,-4,6,6,0,0,0,0,0,0,0,0,1546
758,758,0,1,1,-24,-12,-2,-1,-8,-2,12,4,-33,-1,1,10,-5,2,2,-10,0,0,0,-11,-20,18,9,2,5,-1,8,-56,56,-49,72,60,-80,60,-95,0,0,0,0,0,0,0,0,1547
759,759,0,1,1,67,-69,6,83,92,-94,61,-8,24,-6,-50,-27,55,6,-32,58,0,0,0,-45,-25,69,-48,46,0,-21,46,20,-10,16,-2,-13,7,-9,-8,0,0,0,0,0,0,0,0,1548
760,760,0,1,1,22,5,-7,5,15,-7,-11,2,17,2,-14,-14,12,-6,-4,-1,0,0,0,6,12,-15,-17,3,5,-13,-12,56,-61,47,-77,-89,70,-67,110,0,0,0,0,0,0,0,0,1549
761,761,0,1,1,-94,51,9,-91,-97,81,-66,4,-35,3,55,35,-60,-6,25,-80,0,0,0,44,10,-74,61,-45,4,11,-42,-18,-8,-24,-5,6,-2,-2,0,0,0,0,0,0,0,0,0,0154a
762,762,0,1,1,-71,42,7,-67,-87,66,-64,3,-2,6,36,16,-24,12,32,-60,0,0,0,33,25,-51,41,-42,-16,9,-59,-61,73,-38,76,82,-69,82,-101,0,0,0,0,0,0,0,0,0154b
763,763,0,1,1,-38,45,8,-61,-67,62,-57,6,-13,2,18,28,-29,-7,24,-56,0,0,0,20,19,-53,27,-34,-14,10,-53,-52,56,-38,61,74,-54,71,-82,0,0,0,0,0,0,0,0,0154c
764,764,0,1,1,-74,38,12,-83,-83,78,-37,2,6,-2,34,26,-31,-14,22,-65,0,0,0,33,15,-62,47,-38,-2,26,-55,-59,46,-52,67,56,-66,50,-91,0,0,0,0,0,0,0,0,0154d
765,765,0,1,1,-68,45,12,-74,-76,74,-54,8,-2,5,31,14,-29,2,25,-61,0,0,0,31,23,-56,42,-39,-4,17,-52,-57,75,-34,83,67,-78,60,-94,0,0,0,0,0,0,0,0,0154e
766,766,0,1,1,-58,47,15,-72,-79,64,-48,-5,-34,0,31,36,-46,-11,16,-75,0,0,0,25,-1,-58,40,-46,-10,13,-47,-57,63,-44,67,70,-57,62,-91,0,0,0,0,0,0,0,0,0154f
767,767,0,1,1,-70,46,13,-77,-82,74,-48,10,-24,3,29,20,-31,1,25,-64,0,0,0,22,12,-64,41,-39,-12,11,-54,-66,54,-50,59,68,-50,65,-107,0,0,0,0,0,0,0,0,1550
768,768,0,1,1,-59,39,15,-69,-79,63,-54,2,-8,2,12,25,-29,10,25,-63,0,0,0,36,36,-60,45,-43,-10,24,-47,-51,67,-46,61,82,-67,55,-96,0,0,0,0,0,0,0,0,1551
769,769,0,1,1,-70,47,1,-76,-75,90,-41,2,-8,-1,29,35,-41,-6,15,-62,0,0,0,32,10,-61,35,-46,1,23,-54,-65,66,-37,67,54,-64,55,-105,0,0,0,0,0,0,0,0,1552
770,770,0,1,1,-13,6,-13,-12,-12,18,-5,6,-26,4,11,1,-6,-2,-2,1,0,0,0,-14,-10,1,2,-6,-1,-1,4,-53,58,-38,63,64,-58,63,-98,0,0,0,0,0,0,0,0,1553
771,771,0,1,1,65,-53,-10,86,81,-85,59,-14,1,-6,-41,-30,32,-1,-34,65,0,0,0,-40,-15,71,-54,35,-7,-22,47,8,5,-3,3,13,12,8,-2,0,0,0,0,0,0,0,0,1554
772,772,0,1,1,50,-50,-8,76,93,-61,64,4,3,-3,-43,-16,28,-11,-39,67,0,0,0,-29,-22,60,-47,47,12,-8,55,65,-58,56,-72,-95,58,-70,82,0,0,0,0,0,0,0,0,1555
773,773,0,1,1,53,-58,-15,82,75,-75,51,-8,-7,-6,-34,-23,36,-8,-24,54,0,0,0,-34,-22,66,-41,29,9,-9,52,66,-66,35,-76,-84,47,-68,100,0,0,0,0,0,0,0,0,1556
774,774,0,1,1,9,-6,-2,18,2,-9,3,0,6,-5,-1,-18,2,-1,-6,0,0,0,0,-6,9,8,-14,-4,-11,-7,-8,48,-51,37,-75,-56,74,-50,103,0,0,0,0,0,0,0,0,1557
775,775,0,1,1,-89,54,6,-88,-90,84,-48,6,3,9,34,27,-44,-7,18,-73,0,0,0,53,17,-75,59,-44,5,36,-30,-8,14,4,-4,2,-6,4,-1,0,0,0,0,0,0,0,0,1558
776,776,0,1,1,-87,46,1,-83,-74,70,-41,-2,-1,3,35,20,-36,-6,19,-79,0,0,0,43,11,-55,53,-42,-1,25,-40,-84,68,-50,91,77,-64,72,-102,0,0,0,0,0,0,0,0,1559
777,777,0,1,1,-45,34,13,-67,-75,70,-56,3,0,5,30,23,-31,9,15,-72,0,0,0,19,29,-64,43,-36,-19,18,-53,-67,65,-44,64,74,-53,63,-92,0,0,0,0,0,0,0,0,0155a
778,778,0,1,1,10,-1,0,-2,-10,0,-11,-3,-1,-1,-12,0,5,9,10,-10,0,0,0,1,1,-12,2,-17,2,5,-3,-48,54,-42,65,69,-53,56,-92,0,0,0,0,0,0,0,0,0155b
779,779,0,1,1,75,-47,-10,75,102,-87,52,-4,12,-3,-40,-33,37,13,-19,73,0,0,0,-40,-28,80,-51,43,-1,-31,44,-17,-10,3,9,9,-5,5,0,0,0,0,0,0,0,0,0,0155c
780,780,0,1,1,68,-45,-2,77,90,-79,38,-7,1,-5,-32,-24,32,4,-21,75,0,0,0,-44,-26,56,-53,38,-4,-25,42,45,-82,35,-90,-67,50,-75,104,0,0,0,0,0,0,0,0,0155d
781,781,0,1,1,48,-48,-18,56,77,-70,45,-4,5,-4,-32,-18,33,-11,-21,53,0,0,0,-23,-20,48,-43,39,14,-11,45,54,-69,33,-73,-61,63,-73,91,0,0,0,0,0,0,0,0,0155e
782,782,0,1,1,63,-55,-15,71,87,-74,56,-6,24,-3,-27,-17,36,-7,-26,66,0,0,0,-34,-15,63,-55,50,6,-14,44,41,-62,38,-60,-68,52,-55,86,0,0,0,0,0,0,0,0,0155f
783,783,0,1,1,67,-50,-15,82,79,-73,57,-5,17,-8,-36,-30,38,-4,-13,68,0,0,0,-36,-12,68,-57,39,2,-12,48,53,-81,39,-63,-77,59,-64,103,0,0,0,0,0,0,0,0,1560
784,784,0,1,1,70,-60,-18,71,73,-77,47,-8,32,-4,-41,-27,32,8,-24,57,0,0,0,-28,-1,66,-45,52,-5,-6,43,46,-72,48,-61,-76,63,-62,90,0,0,0,0,0,0,0,0,1561
785,785,0,1,1,79,-43,-7,72,74,-77,48,-3,13,-6,-39,-16,41,1,-20,56,0,0,0,-42,-16,41,-57,41,-10,-17,38,30,-72,28,-64,-72,62,-58,106,0,0,0,0,0,0,0,0,1562
786,786,0,1,1,77,-49,-10,71,86,-71,55,-7,22,-2,-40,-13,43,-9,-21,47,0,0,0,-37,-19,61,-54,41,-2,-19,52,63,-58,33,-53,-62,63,-61,114,0,0,0,0,0,0,0,0,1563
787,787,0,1,1,59,-48,-9,62,82,-75,44,-7,21,-5,-42,-24,43,3,-26,61,0,0,0,-28,-14,59,-46,52,-3,-18,39,73,-74,51,-59,-85,60,-68,95,0,0,0,0,0,0,0,0,1564
788,788,0,1,1,-20,-1,1,-13,2,-8,-6,3,-18,2,0,-13,9,-2,8,-8,0,0,0,2,3,-10,4,6,-7,-1,-8,39,-69,23,-64,-48,64,-53,109,0,0,0,0,0,0,0,0,1565
789,789,0,1,1,-79,40,13,-87,-87,73,-56,-1,-27,4,37,30,-35,-17,31,-76,0,0,0,33,22,-59,44,-38,-4,17,-62,3,22,-6,1,29,-2,8,2,0,0,0,0,0,0,0,0,1566
790,790,0,1,1,-3,7,5,-13,-17,1,1,3,-34,-6,-2,19,-9,-3,12,4,0,0,0,-13,-8,-9,-1,1,3,-4,-13,-36,54,-55,67,58,-81,52,-105,0,0,0,0,0,0,0,0,1567
791,791,0,1,1,76,-57,-9,82,98,-86,43,-9,15,0,-37,-24,35,11,-17,68,0,0,0,-49,-20,69,-55,50,-5,-19,43,-8,-3,-11,3,6,-4,-2,-3,0,0,0,0,0,0,0,0,1568
792,792,0,1,1,76,-48,-14,80,84,-79,47,-5,8,-5,-41,-27,51,-5,-13,61,0,0,0,-45,-37,63,-64,47,1,-21,38,56,-75,46,-80,-78,69,-73,104,0,0,0,0,0,0,0,0,1569
793,793,0,1,1,54,-48,-7,65,72,-66,45,-1,4,-5,-29,-16,32,-3,-16,55,0,0,0,-31,-26,42,-46,39,14,-17,49,62,-73,24,-80,-66,59,-69,103,0,0,0,0,0,0,0,0,0156a
794,794,0,1,1,58,-53,-13,65,88,-70,46,-9,35,-2,-38,-21,32,3,-18,57,0,0,0,-34,-7,59,-46,54,-8,-24,41,49,-63,43,-70,-58,54,-60,92,0,0,0,0,0,0,0,0,0156b
795,795,0,1,1,78,-41,-8,71,64,-81,54,-5,11,-7,-40,-16,42,0,-14,60,0,0,0,-39,-20,62,-58,50,-7,-16,30,47,-78,34,-69,-73,63,-65,106,0,0,0,0,0,0,0,0,0156c
796,796,0,1,1,77,-49,0,73,75,-77,49,-7,17,-1,-39,-21,39,-3,-22,72,0,0,0,-41,-4,70,-51,43,4,-16,44,40,-67,22,-61,-70,66,-56,101,0,0,0,0,0,0,0,0,0156d
797,797,0,1,1,66,-45,-23,67,72,-70,41,-2,10,-3,-41,-32,38,-4,-10,59,0,0,0,-29,-17,64,-41,36,-2,-23,45,44,-84,36,-71,-78,50,-63,110,0,0,0,0,0,0,0,0,0156e
798,798,0,1,1,0,-3,6,3,-6,-8,-11,-5,10,-2,7,5,10,-7,-1,-11,0,0,0,6,11,-16,-3,-7,7,8,-8,55,-66,37,-63,-63,58,-56,94,0,0,0,0,0,0,0,0,0156f
799,799,0,1,1,-56,47,25,-81,-79,75,-48,1,-10,2,34,34,-37,-11,22,-71,0,0,0,21,23,-60,38,-31,-6,12,-48,4,-1,-9,17,2,-11,9,-18,0,0,0,0,0,0,0,0,1570
800,800,0,1,1,17,5,-1,3,-7,-4,2,-2,-12,-3,-12,-1,-7,7,12,-2,0,0,0,-8,-5,5,-5,-5,-8,-7,-4,-59,44,-51,70,80,-59,70,-92,0,0,0,0,0,0,0,0,1571
801,801,0,1,1,75,-54,-10,83,102,-103,63,-9,12,-4,-38,-25,53,-2,-25,69,0,0,0,-58,-22,72,-47,41,0,-23,53,5,-16,13,-5,-7,12,-13,0,0,0,0,0,0,0,0,0,1572
802,802,0,1,1,0,3,0,-7,10,-2,-5,-2,3,-1,4,-5,-6,-11,8,5,0,0,0,5,-15,2,-1,14,-9,-8,-1,69,-84,41,-84,-96,47,-82,106,0,0,0,0,0,0,0,0,1573
803,803,0,1,1,-71,62,10,-76,-96,83,-73,0,-12,4,44,19,-51,10,34,-65,0,0,0,53,26,-80,47,-50,1,10,-54,-16,-4,-15,-4,20,13,12,-2,0,0,0,0,0,0,0,0,1574
804,804,0,1,1,-78,52,9,-75,-83,61,-58,2,-45,2,46,35,-31,4,19,-78,0,0,0,14,10,-53,52,-36,-13,13,-42,-55,73,-33,69,78,-68,64,-116,0,0,0,0,0,0,0,0,1575
805,805,0,1,1,-63,46,11,-70,-68,68,-46,3,-23,0,32,19,-40,-5,14,-54,0,0,0,16,2,-56,41,-32,-3,16,-43,-33,64,-42,54,67,-62,64,-90,0,0,0,0,0,0,0,0,1576
806,806,0,1,1,-70,50,8,-65,-71,64,-47,8,-16,8,46,20,-43,1,22,-54,0,0,0,24,2,-58,36,-46,10,27,-30,-54,63,-41,59,68,-51,61,-103,0,0,0,0,0,0,0,0,1577
807,807,0,1,1,-85,41,0,-73,-86,73,-53,2,-27,5,45,20,-37,-5,15,-76,0,0,0,38,5,-63,54,-33,4,26,-43,-40,59,-30,50,54,-66,50,-105,0,0,0,0,0,0,0,0,1578
808,808,0,1,1,-80,46,2,-88,-88,84,-59,7,-7,3,28,2,-40,7,21,-71,0,0,0,45,29,-76,60,-49,1,8,-61,-46,58,-43,69,73,-48,63,-83,0,0,0,0,0,0,0,0,1579
809,809,0,1,1,-70,46,15,-78,-76,63,-59,10,-4,5,29,21,-41,12,35,-56,0,0,0,37,19,-62,52,-48,-16,14,-54,-64,74,-37,81,78,-72,67,-99,0,0,0,0,0,0,0,0,0157a
810,810,0,1,1,-80,33,10,-78,-72,65,-41,2,-22,4,40,26,-33,-5,11,-69,0,0,0,34,6,-74,47,-35,6,23,-45,-45,61,-41,54,62,-61,60,-99,0,0,0,0,0,0,0,0,0157b
811,811,0,1,1,-79,40,6,-84,-82,82,-48,5,-33,6,46,25,-32,2,22,-65,0,0,0,41,18,-47,40,-51,0,18,-46,-31,74,-40,73,53,-69,61,-99,0,0,0,0,0,0,0,0,0157c
812,812,0,1,1,7,-4,-3,-6,-3,5,-6,0,-1,-1,-4,2,3,5,3,1,0,0,0,-3,-3,12,-5,-6,-12,-10,-5,-34,78,-28,66,63,-71,65,-106,0,0,0,0,0,0,0,0,0157d
813,813,0,1,1,78,-50,-11,79,98,-87,56,-9,19,-4,-33,-30,50,-3,-34,58,0,0,0,-55,-34,63,-55,45,-1,-7,55,-2,3,-12,-16,9,-3,-9,-10,0,0,0,0,0,0,0,0,0157e
814,814,0,1,1,9,-2,2,19,7,0,1,-2,12,0,4,-10,-3,-12,0,6,0,0,0,18,12,11,-13,4,-2,6,-5,34,-60,41,-75,-82,57,-73,107,0,0,0,0,0,0,0,0,0157f
815,815,0,1,1,-75,48,14,-71,-96,85,-71,4,-28,-2,42,20,-52,-5,13,-78,0,0,0,47,18,-79,44,-51,4,7,-51,-5,-5,4,-3,-6,-8,5,-2,0,0,0,0,0,0,0,0,1580
816,816,0,1,1,-5,4,-1,-16,-8,5,7,-4,-9,1,13,1,-3,8,-17,-11,0,0,0,-21,-9,-3,13,-14,-6,10,7,-44,73,-43,79,76,-85,59,-121,0,0,0,0,0,0,0,0,1581
817,817,0,1,1,68,-64,-14,78,89,-77,71,-3,33,-9,-51,-32,49,3,-40,75,0,0,0,-30,-5,67,-54,43,0,-15,41,-2,4,17,0,-11,5,-10,-4,0,0,0,0,0,0,0,0,1582
818,818,0,1,1,53,-57,-15,80,92,-82,54,-6,4,-4,-55,-31,44,-2,-25,67,0,0,0,-27,-27,58,-66,35,4,-17,50,70,-66,35,-74,-83,68,-67,97,0,0,0,0,0,0,0,0,1583
819,819,0,1,1,53,-49,-8,70,82,-66,56,-5,-10,-3,-25,-16,26,-10,-27,57,0,0,0,-29,-26,49,-36,46,4,-16,46,68,-60,42,-74,-82,54,-70,96,0,0,0,0,0,0,0,0,1584
820,820,0,1,1,1,-7,7,4,5,-17,-10,0,-4,-5,-3,12,-4,7,-2,-5,0,0,0,-4,15,-17,-1,0,-8,-17,-20,58,-60,38,-65,-66,60,-53,97,0,0,0,0,0,0,0,0,1585
821,821,0,1,1,-68,60,4,-79,-82,63,-51,2,5,6,19,13,-41,-3,36,-60,0,0,0,28,15,-54,28,-55,-8,6,-49,0,3,-13,3,5,13,16,5,0,0,0,0,0,0,0,0,1586
822,822,0,1,1,-6,-7,2,-7,2,11,19,5,3,-3,3,1,1,-8,-10,1,0,0,0,4,-5,13,4,9,9,14,14,-68,51,-36,71,62,-69,55,-103,0,0,0,0,0,0,0,0,1587
823,823,0,1,1,73,-59,-14,77,100,-94,63,-9,27,-6,-44,-18,53,15,-17,73,0,0,0,-43,-13,73,-48,49,-4,-14,47,-1,-16,5,-4,-4,-10,-18,-2,0,0,0,0,0,0,0,0,1588
824,824,0,1,1,3,-4,-6,15,7,-10,-4,-1,27,-1,-17,-13,19,-11,9,11,0,0,0,8,7,1,-19,-3,-4,-8,-5,58,-69,49,-74,-71,73,-66,120,0,0,0,0,0,0,0,0,1589
825,825,0,1,1,-81,47,2,-80,-86,75,-61,6,-12,2,35,31,-36,-2,25,-79,0,0,0,48,21,-76,48,-44,-10,18,-56,3,-12,-12,14,2,-6,4,6,0,0,0,0,0,0,0,0,0158a
826,826,0,1,1,-61,52,11,-80,-83,65,-59,4,-17,2,30,24,-28,7,34,-57,0,0,0,17,7,-58,32,-38,-20,11,-56,-66,62,-50,69,90,-71,72,-103,0,0,0,0,0,0,0,0,0158b
827,827,0,1,1,-61,36,21,-65,-81,70,-54,7,-1,-3,25,21,-29,1,15,-57,0,0,0,33,22,-59,40,-40,-5,25,-48,-53,65,-46,63,68,-62,56,-85,0,0,0,0,0,0,0,0,0158c
828,828,0,1,1,-83,51,3,-83,-87,79,-56,5,-5,3,35,20,-48,8,20,-69,0,0,0,48,17,-64,64,-53,6,20,-54,-57,55,-46,65,46,-64,54,-104,0,0,0,0,0,0,0,0,0158d
829,829,0,1,1,-56,41,14,-72,-81,77,-62,3,-11,5,34,5,-19,6,26,-59,0,0,0,27,18,-47,40,-49,-11,12,-44,-69,68,-44,65,67,-69,69,-118,0,0,0,0,0,0,0,0,0158e
830,830,0,1,1,-55,38,1,-70,-65,73,-47,3,-3,1,27,23,-37,6,21,-64,0,0,0,32,16,-56,35,-41,-1,23,-45,-47,66,-38,67,63,-61,58,-98,0,0,0,0,0,0,0,0,0158f
831,831,0,1,1,-76,49,12,-68,-76,72,-51,7,-30,3,40,28,-51,-10,13,-63,0,0,0,22,5,-64,42,-44,7,16,-48,-50,51,-30,73,63,-65,63,-100,0,0,0,0,0,0,0,0,1590
832,832,0,1,1,-71,42,13,-67,-77,64,-51,-1,1,3,30,24,-26,-2,21,-74,0,0,0,41,27,-62,47,-43,-13,26,-47,-48,68,-44,68,64,-63,54,-101,0,0,0,0,0,0,0,0,1591
833,833,0,1,1,-64,54,9,-67,-83,84,-43,7,-3,5,23,29,-40,-4,19,-61,0,0,0,32,18,-62,37,-46,5,27,-54,-58,69,-43,70,69,-59,55,-98,0,0,0,0,0,0,0,0,1592
834,834,0,1,1,-3,0,11,-3,-7,18,1,3,-20,0,7,9,-8,0,-12,-3,0,0,0,-24,-7,-5,8,-13,3,5,6,-56,57,-48,67,77,-67,59,-98,0,0,0,0,0,0,0,0,1593
835,835,0,1,1,73,-45,-17,86,89,-70,49,-9,29,-7,-42,-25,34,9,-26,69,0,0,0,-40,-22,63,-49,35,-5,-25,39,3,16,-3,-16,-1,6,-9,-5,0,0,0,0,0,0,0,0,1594
836,836,0,1,1,89,-48,-8,96,73,-72,49,-4,-4,-2,-36,-28,35,-17,-31,65,0,0,0,-47,-20,63,-66,41,13,-26,43,50,-50,42,-76,-81,56,-69,90,0,0,0,0,0,0,0,0,1595
837,837,0,1,1,77,-51,-17,69,79,-74,57,-10,4,-9,-26,-23,37,-8,-28,56,0,0,0,-32,-12,56,-54,38,9,-13,61,51,-59,33,-74,-72,50,-73,102,0,0,0,0,0,0,0,0,1596
838,838,0,1,1,3,-8,-5,17,3,-9,-2,0,8,-2,-2,-6,4,0,0,5,0,0,0,3,6,1,-9,4,-4,-1,5,45,-59,31,-65,-66,66,-55,107,0,0,0,0,0,0,0,0,1597
839,839,0,1,1,-69,36,10,-71,-84,69,-45,5,-14,7,38,28,-33,-6,13,-81,0,0,0,43,23,-63,51,-40,4,25,-30,10,4,1,5,-15,-5,-3,4,0,0,0,0,0,0,0,0,1598
840,840,0,1,1,-64,47,11,-73,-76,69,-49,4,-9,-2,52,24,-45,4,12,-60,0,0,0,27,11,-61,53,-39,-1,23,-44,-47,68,-35,68,73,-70,58,-95,0,0,0,0,0,0,0,0,1599
841,841,0,1,1,-52,43,17,-70,-80,61,-55,8,-19,2,41,17,-31,-1,26,-68,0,0,0,20,21,-61,53,-34,-9,14,-47,-58,64,-32,69,73,-50,68,-89,0,0,0,0,0,0,0,0,0159a
842,842,0,1,1,3,-1,-5,-19,-2,-3,0,-3,21,1,-12,8,-7,-1,0,-15,0,0,0,10,5,-5,9,-9,0,-4,11,-40,60,-19,63,59,-52,45,-106,0,0,0,0,0,0,0,0,0159b
843,843,0,1,1,73,-59,-9,83,86,-93,44,-8,17,-6,-42,-21,35,8,-24,70,0,0,0,-40,-20,56,-45,40,3,-25,45,-8,-11,2,9,5,-9,1,-4,0,0,0,0,0,0,0,0,0159c
844,844,0,1,1,67,-46,-10,83,88,-83,55,-7,5,-5,-39,-20,47,-9,-18,70,0,0,0,-44,-18,62,-53,53,5,-22,38,43,-71,34,-66,-68,76,-63,114,0,0,0,0,0,0,0,0,0159d
845,845,0,1,1,50,-50,-21,71,85,-69,48,-7,6,-6,-37,-29,31,-9,-22,69,0,0,0,-41,-22,57,-46,50,5,-15,41,56,-68,38,-75,-65,52,-67,103,0,0,0,0,0,0,0,0,0159e
846,846,0,1,1,64,-62,-17,73,78,-73,54,-6,22,-6,-45,-39,39,-5,-20,62,0,0,0,-29,-6,66,-51,46,4,-10,48,40,-78,29,-69,-65,52,-56,118,0,0,0,0,0,0,0,0,0159f
847,847,0,1,1,59,-41,-21,73,67,-59,52,-7,29,-3,-41,-25,35,-8,-35,54,0,0,0,-20,-20,65,-50,36,0,-10,38,51,-75,35,-70,-82,70,-70,98,0,0,0,0,0,0,0,0,015a0
848,848,0,1,1,49,-44,-27,65,69,-68,55,-4,-4,-1,-28,-23,44,-2,-36,48,0,0,0,-26,-22,47,-44,35,-4,-12,40,50,-58,35,-57,-67,38,-62,82,0,0,0,0,0,0,0,0,015a1
849,849,0,1,1,43,-46,-11,64,67,-68,55,-4,0,-3,-22,-17,34,-4,-25,55,0,0,0,-33,-14,57,-40,40,-5,-11,42,49,-57,32,-68,-49,67,-54,103,0,0,0,0,0,0,0,0,015a2
850,850,0,1,1,62,-53,-10,82,75,-87,41,-8,0,-9,-43,-20,38,-4,-25,65,0,0,0,-48,-15,59,-43,46,-2,-12,40,59,-49,45,-63,-60,56,-53,81,0,0,0,0,0,0,0,0,015a3
